trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.01, 'e': 0.025476469946681016}",25,17,17.361779118041742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.025222974835227212}",30,24,13.665767728641855,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.01, 'e': 0.024972002042276155}",25,0,28.23179200637967,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.01, 'e': 0.024723526470339388}",20,4,20.4570365405387,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.01, 'e': 0.02447752327165267}",25,0,32.99113163174822,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.01, 'e': 0.024233967845691113}",35,15,-14.350274617027033,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
373,False,"{'a': 0.01, 'e': 0.023992835836709175}",20,8,21.78516621568292,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.01, 'e': 0.023754103131304997}",20,0,19.97621770225753,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.01, 'e': 0.023517745856009107}",20,6,20.890645645084778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.01, 'e': 0.023283740374897}",20,5,24.81274728302954,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.02305206328722557}",30,9,37.02721719069172,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.01, 'e': 0.02282269142509297}",20,4,20.889448860582682,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.01, 'e': 0.022595601851121864}",20,12,15.532190218143928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.01, 'e': 0.02237077185616559}",25,0,42.075655806923145,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.01, 'e': 0.022148178957037315}",20,2,25.051241497055784,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.01, 'e': 0.02192780089426161}",25,18,10.681742198878855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.01, 'e': 0.02170961562984857}",25,8,27.851796510602135,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.01, 'e': 0.021493601345089923}",20,11,16.903519619468174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.01, 'e': 0.02127973643837717}",20,0,25.04178576103579,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.01, 'e': 0.021067999523041434}",25,9,25.14550198655473,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.02085836942521472}",30,18,21.14601847210632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.020650825181712566}",30,16,25.169671333643628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.020445346037937653}",20,4,16.068580496543873,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.01, 'e': 0.02024191144580439}",25,0,22.95096382580947,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
391,False,"{'a': 0.01, 'e': 0.020040501061684014}",20,1,30.85117012619421,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.01, 'e': 0.019841094744370288}",25,8,27.87168095490014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.019643672553065292}",25,13,19.526188252079738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.01, 'e': 0.01944821474538539}",35,8,47.00933779000553,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.01925470177538692}",20,3,27.051419039584164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.01, 'e': 0.019063114291611637}",20,8,23.74393798776157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.01, 'e': 0.018873433135151486}",25,1,23.24130796266326,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.01, 'e': 0.018685639337732773}",25,18,13.667394860903613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.01, 'e': 0.018499714119819242}",20,10,18.190681688202574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.01, 'e': 0.01831563888873418}",25,11,9.988399320377269,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.01, 'e': 0.018133395236801075}",25,14,18.867831501884737,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.01, 'e': 0.01795296493950285}",30,18,22.74378836475587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.01, 'e': 0.01777432995365944}",25,0,30.232312890444405,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.01, 'e': 0.017597472415623393}",35,22,24.890554513161305,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.01, 'e': 0.017422374639493515}",25,7,10.028005502246478,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.01, 'e': 0.017249019115346265}",20,10,18.25873652609567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.01, 'e': 0.017077388507484793}",35,1,46.33417929890864,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.01, 'e': 0.01690746565270528}",30,15,22.90857928344134,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.01, 'e': 0.016739233558580632}",20,5,21.64951651902244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.01, 'e': 0.016572675401761255}",25,0,36.90631912503645,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.01, 'e': 0.016407774526292645}",20,5,24.594412151228866,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.01, 'e': 0.01624451444194987}",25,0,30.512616240206043,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.01, 'e': 0.016082878822588433}",20,15,9.187286671303317,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.01, 'e': 0.015922851504511698}",35,22,26.962337848271126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.015764416484854486}",20,0,19.261295072439907,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
416,False,"{'a': 0.01, 'e': 0.01560755791998283}",25,11,19.12013304129667,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.01, 'e': 0.015452260123909515}",20,2,26.40675574490595,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.01, 'e': 0.015298507566725518}",30,6,41.60901947177855,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.01514628487304698}",30,17,18.002175892023736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.01, 'e': 0.014995576820477703}",20,1,23.32455289912678,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.01, 'e': 0.014846368338086832}",35,21,28.552210054864357,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.01, 'e': 0.014698644504901784}",20,4,19.436490540614113,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.01, 'e': 0.014552390548416123}",25,1,38.85361189253883,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.01, 'e': 0.01440759184311235}",25,0,24.382660978313822,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.01, 'e': 0.014264233908999256}",20,8,20.321108392727844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.014122302410163962}",25,14,16.600134880272655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.01, 'e': 0.013981783153338296}",20,11,13.926630597892258,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01, 'e': 0.013842662086479501}",20,4,21.666349236951287,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.01, 'e': 0.013704925297364945}",20,3,24.60484075237543,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.013568559012200934}",25,0,33.57090919468729,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
431,False,"{'a': 0.01, 'e': 0.013433549594245302}",20,13,12.057545730823168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.013299883542443767}",20,6,26.61165255685822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.01, 'e': 0.013167547490079751}",35,3,40.06840544367956,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.01, 'e': 0.013036528203437736}",35,19,31.957017435233844,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.01, 'e': 0.012906812580479862}",20,4,25.58606713962879,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.01277838764953576}",25,11,25.720137139716666,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.01, 'e': 0.012651240568005305}",25,0,32.44875138625399,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
438,False,"{'a': 0.01, 'e': 0.012525358621074385}",20,9,14.796979370394338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.01, 'e': 0.012400729220443406}",30,16,16.86317737490864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.01, 'e': 0.012277339903068436}",20,2,28.58996991642713,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.012155178329914935}",25,13,15.660650916393628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.012034232284723775}",25,0,24.63398170361801,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.01, 'e': 0.011914489672789647}",20,0,15.448491219089254,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
444,False,"{'a': 0.01, 'e': 0.011795938519751562}",25,8,31.35468599550527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.01, 'e': 0.011678566970395442}",20,9,-27.857922972935555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
446,False,"{'a': 0.01, 'e': 0.011562363287468536}",30,13,29.635613057058713,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.01, 'e': 0.01144731585050571}",20,0,14.577043769374002,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
448,False,"{'a': 0.01, 'e': 0.011333413154667387}",20,16,7.45023124188439,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.01, 'e': 0.011220643809589084}",35,18,37.653396885037246,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.01, 'e': 0.011108996538242306}",25,0,31.148378698832,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.01, 'e': 0.010998460175806881}",25,14,21.310891511948814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.01, 'e': 0.01088902366855444}",20,6,23.927177419243375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.010780676072743084}",25,16,17.045875978647366,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.01, 'e': 0.010673406553522925}",30,14,27.570942606768227,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.010567204383852655}",25,5,31.58683883705273,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.010462058943426795}",30,12,26.44737599942005,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.01, 'e': 0.010357959717613696}",30,12,35.49905450301116,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.010254896296404022}",20,0,26.981732867591194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.01, 'e': 0.010152858373369763}",20,1,24.032487407059964,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.010051835744633576}",25,0,30.797096216967656,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
461,False,"{'a': 0.01, 'e': 0.00995181830784842}",25,8,25.2752590195351,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,20,16.488103400691774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,8,29.163322768906827,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,3,18.549437908796982,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,7,23.222336204612233,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,13,12.787051962298108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,0,18.519038469828335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",25,14,11.314888230336276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,16,14.621233200896778,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,10,18.452528272685036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,16,27.084422438212798,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,7,30.451735317847714,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",35,0,41.18628122571631,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",20,0,26.368027879295884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",20,4,22.58551177457264,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,15,9.683831285177586,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,11,24.46476498518628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,8,19.40857303299051,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,0,25.969990962883777,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,True,"{'a': 0, 'e': 0}",30,13,25.574053900347366,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,6,21.304349886302038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,0,26.872541825446348,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,True,"{'a': 0, 'e': 0}",25,11,27.858255055300443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,0,27.505361073438916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
24,True,"{'a': 0, 'e': 0}",20,10,18.807548624439228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,18,8.489822714437736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",30,2,52.25318237456834,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,0,28.963674904372354,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,True,"{'a': 0, 'e': 0}",30,18,23.166699137732977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,8,23.119160249677073,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",30,6,30.207991885258156,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,12,20.896076118784062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,0,36.00022412466658,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
33,True,"{'a': 0, 'e': 0}",25,7,30.113827731191883,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,10,24.17563508923324,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",30,0,26.08847116331984,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
36,True,"{'a': 0, 'e': 0}",25,11,26.093228787612453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,0,27.87675661150625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
38,True,"{'a': 0, 'e': 0}",25,5,26.08376032370616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,14,19.31223838403645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,0,31.948772419066863,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
41,True,"{'a': 0, 'e': 0}",20,0,19.75262909325702,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
42,True,"{'a': 0, 'e': 0}",25,0,30.97210500307135,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
43,True,"{'a': 0, 'e': 0}",35,18,33.213866383962454,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",35,21,24.020655596385872,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",30,18,14.701831608170796,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,14,13.584866467077548,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",30,23,12.08049938853874,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,12,16.802488587955178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,0,16.089799573794394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
50,True,"{'a': 0, 'e': 0}",25,0,25.459714341050454,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
