trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",20,9,0.9835256228908325,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",25,0,33.36913345303291,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,0,-96.49650480344181,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",1
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",35,3,-56.72028079411667,"{0: 25, 1: 2, 2: 4, 3: 0, 4: 1}",1
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",35,13,-74.6429689494157,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",30,8,-0.0993973500697729,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",30,0,-20.54823219326064,"{0: 26, 1: 1, 2: 1, 3: 2, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,0,-56.54879647081444,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",25,8,7.963779082730698,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",20,8,-4.151161732355464,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",30,4,19.03508062644106,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",25,7,-38.83317945131883,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",30,0,-114.97581288582349,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",30,0,-30.851394828309562,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",20,2,26.773299962323225,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,11,3.5839842976183123,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",20,0,6.923636133760692,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",25,11,13.998780215049248,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",35,17,10.638961279324233,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",25,13,15.396492180336683,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",20,13,-72.19312479482865,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 2}",1
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",25,0,-4.006627492857325,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",30,19,15.689436165037208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.261845668580326}",20,7,6.2293455983561365,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",30,14,18.218612969670804,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,6,16.115801923402003,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,5,-47.549145062075155,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",30,3,23.098087384706076,"{0: 24, 1: 3, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",25,6,-58.084170789013854,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",20,10,-39.37987406725681,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",25,15,10.15240042044137,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,9,19.72806694448282,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",20,10,-18.389041924109314,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",30,13,-16.50261896918149,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",30,12,-50.03391889174703,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",20,4,22.156556483217347,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",20,6,4.292997910815274,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",20,16,7.919343467848406,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",25,18,13.991969593528161,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",25,13,21.839848215763766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",25,2,-10.775775981248133,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",25,18,15.020728640634902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,9,12.23678088250416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",25,7,14.182541277002914,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",25,11,24.930092744451304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",25,7,23.85256724973006,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",25,7,32.77039328213286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",25,8,13.28491310119907,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",25,15,7.414504630422231,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",30,20,12.709767407386076,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",20,3,26.204907015052928,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",20,14,11.744132149341493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",30,16,19.322135632778284,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",20,10,-29.716745375414376,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",35,13,29.96129456708037,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",20,11,19.907874273341328,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",20,6,4.051645248250685,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",25,6,-21.377935551217945,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",20,1,-3.241009595399234,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",20,15,1.2869218525765356,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",20,15,-11.736974845201871,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",25,17,-18.480363332124796,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",20,10,17.985446730352077,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",20,9,6.644195442466422,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",20,5,27.017299677852268,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",25,15,-6.063373325421491,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",25,17,15.858233704269075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",30,17,20.031711538227583,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",20,14,-1.3976877451686627,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",20,14,2.5218546885643085,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",25,11,11.861152117868949,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",30,15,-25.016987055722208,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,6,-27.466137199093478,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",30,12,-12.10214467028184,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.01, 'e': 0.1572371663136276}",20,1,26.519587728016997,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.1556726303679973}",20,9,3.443684853098847,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1541236618151314}",25,17,16.430388796132025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.15259010575688386}",20,10,-6.442524020838604,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.15107180883637084}",20,10,21.127781288026636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.14956861922263504}",25,8,-13.753689778463645,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.01, 'e': 0.14808038659546244}",20,7,12.355827505992785,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14660696213035015}",30,8,19.131263440582387,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14514819848362373}",25,18,12.840558664150315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.14370394977770293}",20,0,-1.2631059604572519,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
195,False,"{'a': 0.01, 'e': 0.1422740715865136}",20,14,10.633630947605784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.140858420921045}",20,8,0.7673759681879646,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,10,0.5284480107026379,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13806923731089282}",20,15,8.320254087678213,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13669542544552385}",30,14,7.436061170159226,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.1353352832366127}",25,16,12.173329436833834,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.13398867466880493}",25,12,19.227860381929467,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.13265546508012172}",25,11,12.485097404148792,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.13133552114849303}",25,16,12.241528582563586,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.1300287108784259}",25,14,7.268663580608046,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.12873490358780423}",20,13,12.345673457162096,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12745396989482075}",30,15,8.795457365280168,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12618578170503877}",20,6,27.891068585621166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12493021219858241}",25,7,23.860653990790766,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12368713581745483}",25,17,14.112812955041207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.1224564282529819}",20,16,9.085159265650598,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.12123796643338168}",20,8,24.58509116848762,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.12003162851145673}",25,5,-9.186028074699227,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.01, 'e': 0.11883729385240965}",20,7,-7.173204359661678,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11765484302177918}",20,13,12.592395286008765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11648415777349697}",20,15,3.961928430759789,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,7,13.840245449691814,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.1141776169108365}",30,13,29.13798863213384,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11304153064044985}",25,11,27.553010737881323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11191674861732888}",20,2,12.042291159105995,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11080315836233387}",25,11,29.320122914363033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10970064851551141}",25,10,26.53835953876382,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10860910882495796}",30,21,12.419473040755209,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,10,16.299749239428518,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.1064585043792528}",30,21,18.70360054357481,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.10539922456186433}",20,7,10.096857254320057,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.104350484754765}",30,19,14.599406601960103,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.1033121800831002}",20,13,12.380460148598827,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.10228420671553744}",25,17,17.3412444002837,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.1012664618538834}",25,14,15.648901747410882,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.1002588437228037}",20,6,18.36403491410907,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.09926125155964566}",20,13,15.75831720498324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,6,-33.14150607651738,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
233,False,"{'a': 0.01, 'e': 0.09729574708953276}",30,22,5.443859579187283,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09632763823049303}",25,16,19.593507935659904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09536916221554961}",30,11,21.375331504844898,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09442022319630235}",20,10,0.9916746794276701,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09348072627805847}",20,7,23.996467675716257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09255057751034329}",20,7,21.130831837013467,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.09162968387750484}",25,10,-13.349788514733,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.01, 'e': 0.09071795328941251}",30,16,7.916432799884836,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.08981529457224763}",25,16,14.313159740105752,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08892161745938634}",20,3,25.697209031807525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08803683258237255}",30,10,-5.331917568791631,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.0871608514619813}",20,0,11.034876142370274,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
245,False,"{'a': 0.01, 'e': 0.0862935864993705}",20,0,11.733961761380712,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.01, 'e': 0.08543495096732123}",25,11,12.016618401317237,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08458485900156469}",30,18,22.927794808418223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08374322559219596}",20,6,25.31291879167407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.08290996657517266}",20,15,8.983503759366359,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.0820849986238988}",20,2,-21.588917918070447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 0.01, 'e': 0.08126823924089167}",20,10,22.594551368142753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08045960674953244}",20,6,29.26357868170972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.07965902028589801}",25,15,18.45630882927643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07886639979067495}",25,14,-35.1825089702132,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
255,False,"{'a': 0.01, 'e': 0.07808166600115313}",20,14,9.494200524357922,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07730474044329974}",20,14,12.254683339982686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07653554542391151}",20,10,19.165657870617817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07577400402284548}",30,16,21.146773695732623,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07502004008532698}",25,18,15.538857573335005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07427357821433388}",20,9,-23.763165425099615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.01, 'e': 0.0735345437630571}",25,6,22.726681091611944,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.07280286282743559}",20,15,-2.9475399299893352,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0720784622387661}",20,10,1.4897984302854703,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.07136126955638605}",20,7,26.46036215191782,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.0706512130604296}",20,9,16.933286186127027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.06994822174465536}",20,11,16.224323324002114,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.069252225309346}",20,14,12.173817020144522,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.06856315415427791}",35,13,43.233447089142004,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06788093937176144}",30,18,23.40901867006594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06720551273974976}",20,7,17.320744720516373,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06653680671501686}",20,14,-1.5606087642705158,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06587475442640295}",20,6,23.97173448224136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06521928966812753}",20,8,20.712681380198408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06457034689316847}",30,16,25.623953281767648,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06392786120670757}",20,14,10.18803252132404,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.0632917683596407}",25,11,-20.548913811045146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.01, 'e': 0.06266200474215315}",35,17,36.15330712521735,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06203850737735829}",30,14,32.059680688282725,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06142121391500013}",20,8,21.29791661070363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.06081006262521795}",25,13,17.988870407418048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.06020499239237354}",20,2,30.66907576228175,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.05960594270893937}",35,27,14.923906901126843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05901285366944784}",20,14,8.957338956712233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05842566596450083}",30,16,14.808945332842796,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057844320874838456}",20,9,5.754879268508786,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.05726876026546736}",30,19,19.474244468893747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.0566989265798469}",35,21,24.588791727134712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.056134762834133725}",35,23,22.346184279531023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.05557621261148306}",25,8,33.62952390470625,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05502322005640723}",25,10,21.440998400015477,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05447572986918986}",25,17,13.4192025943618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05393368730035602}",30,20,18.22105648031947,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.053397038145197084}",30,9,33.66186980476409,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05286572873835037}",30,19,15.490523740659086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05233970594843238}",20,11,14.93965981999711,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
